Directorio;Secuencia_p;Orden;P6074;P756;P756S1;P756S3;P755;P755S1;P755S3;P754;P753;P753S1;P753S3;P752;P1662;Mes;Fex_c_2011
4989187;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;188,540763012853
4989188;1;1;2;2;13; ;2; ; ;1;2; ; ;1; ;08;167,312881625354
4989190;1;1;2;2;20; ;2; ; ;1;2; ; ;1; ;08;213,621965205142
4989190;1;2;2;2;20; ;2; ; ;1;2; ; ;1; ;08;213,621965205142
4989190;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;213,621965205142
4989194;1;1;1;2;44; ;2; ; ;1;2; ; ;1; ;08;167,312881625354
4989215;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;08;166,512709154071
4989215;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;166,512709154071
4989215;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;166,512709154071
4989215;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;166,512709154071
4989215;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;166,512709154071
4989215;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;08;166,512709154071
4989216;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;150,197182223234
4989216;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;08;150,197182223234
4989216;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;150,197182223234
4989216;1;4;2;2;23; ;2; ; ;1;2; ; ;1; ;08;150,197182223234
4989217;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;132,903352569127
4989217;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;132,903352569127
4989217;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;132,903352569127
4989217;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;132,903352569127
4989217;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;132,903352569127
4989218;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;135,643493791988
4989218;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;135,643493791988
4989218;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;135,643493791988
4989218;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;135,643493791988
4989218;1;5;2;2;23; ;2; ; ;1;2; ; ;1; ;08;135,643493791988
4989219;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;153,485142113002
4989219;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;08;153,485142113002
4989220;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;413,340982148856
4989220;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;413,340982148856
4989220;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;413,340982148856
4989220;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;08;413,340982148856
4989222;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;160,777570769
4989222;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;160,777570769
4989223;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;265,88378032879
4989223;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;08;265,88378032879
4989223;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;265,88378032879
4989223;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;265,88378032879
4989223;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;265,88378032879
4989224;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;296,428433275507
4989224;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;296,428433275507
4989224;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;296,428433275507
4989225;1;1;2;2;5; ;3;11; ;1;2; ; ;1; ;08;321,555141537999
4989225;1;2;2;2;5; ;3;23; ;1;2; ; ;1; ;08;321,555141537999
4989226;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;269,649821408386
4989226;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;269,649821408386
4989226;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;269,649821408386
4989226;1;4;2;2;23; ;2; ; ;1;2; ; ;1; ;08;269,649821408386
4989226;1;5;2;2;23; ;2; ; ;1;2; ; ;1; ;08;269,649821408386
4989226;1;6;2;2;5; ;2; ; ;1;2; ; ;1; ;08;269,649821408386
4989226;1;7;1;1; ; ;1; ; ; ;1; ; ; ; ;08;269,649821408386
4989227;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;357,571241232699
4989227;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;357,571241232699
4989227;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;08;357,571241232699
4989227;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;357,571241232699
4989229;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;180,766355708162
4989229;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;180,766355708162
4989229;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;180,766355708162
4989229;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;180,766355708162
4989230;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;172,672644565113
4989230;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;172,672644565113
4989230;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;172,672644565113
4989230;1;4;2;2;23; ;2; ; ;1;2; ; ;1; ;08;172,672644565113
4989230;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;172,672644565113
4989230;1;6;1;1; ; ;1; ; ; ;2; ; ;1; ;08;172,672644565113
4989231;1;1;2;2;70; ;2; ; ;1;2; ; ;1; ;08;172,672644565113
4989231;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;08;172,672644565113
4989231;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;172,672644565113
4989231;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;172,672644565113
4989231;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;172,672644565113
4989231;1;6;1;1; ; ;1; ; ; ;2; ; ;1; ;08;172,672644565113
4989232;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;148,175679042485
4989232;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;148,175679042485
4989232;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;148,175679042485
4989233;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;178,785620616349
4989233;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;178,785620616349
4989233;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;178,785620616349
4989233;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;178,785620616349
4989234;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;152,084413645301
4989234;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;152,084413645301
4989234;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;152,084413645301
4989234;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;152,084413645301
4989234;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;152,084413645301
4989234;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;08;152,084413645301
4989234;1;7;1;1; ; ;1; ; ; ;2; ; ;1; ;08;152,084413645301
4989235;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;177,939359158093
4989235;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;177,939359158093
4989235;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;177,939359158093
4989235;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;177,939359158093
4989236;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;153,485142113002
4989236;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;08;153,485142113002
4989237;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;160,852754336306
4989237;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;160,852754336306
4989237;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;160,852754336306
4989237;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;160,852754336306
4989237;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;160,852754336306
4989238;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;166,693940272558
4989238;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;166,693940272558
4989238;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;166,693940272558
4989238;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;08;166,693940272558
4989238;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;166,693940272558
4989238;1;6;1;1; ; ;1; ; ; ;1; ; ; ; ;08;166,693940272558
4989239;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;169,978742330077
4989239;2;1;2;3; ;3;4; ;3; ;2; ; ;1; ;08;169,978742330077
4989239;2;2;2;3; ;3;4; ;3; ;2; ; ;1; ;08;169,978742330077
4989239;2;3;2;3; ;3;4; ;3; ;2; ; ;1; ;08;169,978742330077
4989239;2;4;2;3; ;3;4; ;3; ;4; ;3; ;1;08;169,978742330077
4989239;2;5;2;3; ;3;1; ; ; ;4; ;3; ;8;08;169,978742330077
4989240;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;177,939359158093
4989240;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;177,939359158093
4989240;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;08;177,939359158093
4989240;1;4;1;1; ; ;1; ; ; ;1; ; ; ; ;08;177,939359158093
4989241;1;1;2;2;13; ;3;13; ;1;2; ; ;1; ;08;155,325414175263
4989241;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;155,325414175263
4989241;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;08;155,325414175263
4989243;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;136,339360334469
4989243;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;136,339360334469
4989243;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;136,339360334469
4989243;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;136,339360334469
4989243;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;136,339360334469
4989244;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;165,514487667797
4989244;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;165,514487667797
4989244;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;165,514487667797
4989244;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;165,514487667797
4989245;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;169,442808582072
4989245;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;169,442808582072
4989245;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;169,442808582072
4989246;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;166,65540267729
4989246;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;166,65540267729
4989246;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;166,65540267729
4989246;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;166,65540267729
4989246;1;5;2;2;23; ;2; ; ;1;2; ; ;1; ;08;166,65540267729
4989246;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;08;166,65540267729
4989247;1;1;2;2;70; ;2; ; ;1;2; ; ;1; ;08;138,877845979413
4989247;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;138,877845979413
4989247;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;138,877845979413
4989247;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;138,877845979413
4989248;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;143,376427354691
4989248;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;143,376427354691
4989248;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;143,376427354691
4989248;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;143,376427354691
4989248;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;143,376427354691
4989249;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;184,056546091598
4989249;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;184,056546091598
4989249;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;184,056546091598
4989250;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;143,376427354691
4989250;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;08;143,376427354691
4989250;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;08;143,376427354691
4989250;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;143,376427354691
4989250;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;143,376427354691
4989251;1;1;2;2;44; ;4; ;3; ;2; ; ;1; ;08;172,668433682844
4989251;1;2;2;3; ;3;4; ;3; ;2; ; ;1; ;08;172,668433682844
4989251;1;3;2;3; ;3;4; ;3; ;2; ; ;1; ;08;172,668433682844
4989251;1;4;2;3; ;3;4; ;3; ;2; ; ;1; ;08;172,668433682844
4989251;1;5;1;1; ; ;1; ; ; ;2; ; ;1; ;08;172,668433682844
4989252;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;155,325414175263
4989252;1;2;2;2;8; ;2; ; ;1;2; ; ;1; ;08;155,325414175263
4989252;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;08;155,325414175263
4989254;1;1;2;2;8; ;2; ; ;1;2; ; ;1; ;08;138,916383574681
4989254;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;138,916383574681
4989254;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;138,916383574681
4989254;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;138,916383574681
4989255;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;158,197389696537
4989255;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;158,197389696537
4989255;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;158,197389696537
4989255;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;158,197389696537
4989255;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;158,197389696537
4989256;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;158,218901179549
4989256;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;158,218901179549
4989256;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;158,218901179549
4989256;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;08;158,218901179549
4989256;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;158,218901179549
4989256;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;08;158,218901179549
4989257;1;1;2;2;70; ;2; ; ;1;2; ; ;1; ;08;184,056546091598
4989257;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;184,056546091598
4989257;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;184,056546091598
4989258;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;162,686313674079
4989258;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;162,686313674079
4989258;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;162,686313674079
4989258;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;162,686313674079
4989258;1;5;1;1; ; ;1; ; ; ;2; ; ;1; ;08;162,686313674079
4989258;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;08;162,686313674079
4989259;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;205,252736494471
4989259;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;205,252736494471
4989259;1;3;2;2;23; ;2; ; ;1;2; ; ;1; ;08;205,252736494471
4989259;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;08;205,252736494471
4989259;1;5;1;1; ; ;1; ; ; ;1; ; ; ; ;08;205,252736494471
4989259;2;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;205,252736494471
4989259;2;2;2;2;23; ;2; ; ;1;2; ; ;1; ;08;205,252736494471
4989259;2;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;205,252736494471
4989259;2;4;2;1; ; ;3;11; ;1;2; ; ;1; ;08;205,252736494471
4989259;2;5;2;2;11; ;1; ; ; ;2; ; ;1; ;08;205,252736494471
4989260;1;1;2;2;15; ;2; ; ;1;2; ; ;1; ;08;146,213023112947
4989260;1;2;2;2;13; ;2; ; ;1;2; ; ;1; ;08;146,213023112947
4989260;1;3;2;2;11; ;2; ; ;1;2; ; ;1; ;08;146,213023112947
4989260;1;4;2;2;50; ;2; ; ;1;2; ; ;1; ;08;146,213023112947
4989260;1;5;2;2;17; ;2; ; ;1;2; ; ;1; ;08;146,213023112947
4989261;1;1;2;2;70; ;2; ; ;1;2; ; ;1; ;08;177,98210763563
4989261;1;2;2;2;70; ;2; ; ;1;2; ; ;1; ;08;177,98210763563
4989261;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;177,98210763563
4989261;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;08;177,98210763563
4989261;1;5;2;2;11; ;2; ; ;1;2; ; ;1; ;08;177,98210763563
4989262;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;150,197182223234
4989262;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;08;150,197182223234
4989262;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;08;150,197182223234
4989262;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;150,197182223234
4989263;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;167,953028267059
4989263;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;167,953028267059
4989263;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;167,953028267059
4989263;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;167,953028267059
4989264;1;1;2;2;15; ;2; ; ;1;2; ; ;1; ;08;206,670491074428
4989264;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;206,670491074428
4989264;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;206,670491074428
4989264;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;08;206,670491074428
4989265;1;1;2;2;13; ;2; ; ;1;2; ; ;1; ;08;155,325414175263
4989265;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;155,325414175263
4989265;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;155,325414175263
4989266;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;147,32520670196
4989266;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;147,32520670196
4989267;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;156,133138038252
4989267;1;2;2;2;76; ;2; ; ;1;2; ; ;1; ;08;156,133138038252
4989267;1;3;2;2;66; ;2; ; ;1;2; ; ;1; ;08;156,133138038252
4989268;1;1;2;3; ;3;4; ;3; ;2; ; ;1; ;08;170,120382803277
4989268;1;2;2;3; ;3;4; ;3; ;2; ; ;1; ;08;170,120382803277
4989268;1;3;2;3; ;3;1; ; ; ;2; ; ;1; ;08;170,120382803277
4989269;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;167,28799792729
4989269;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;167,28799792729
4989269;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;167,28799792729
4989269;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;167,28799792729
4989270;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;176,056338618295
4989270;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;176,056338618295
4989271;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;164,81091973276
4989271;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;164,81091973276
4989271;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;164,81091973276
4989271;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;08;164,81091973276
4989272;1;1;2;1; ; ;3;70; ;1;2; ; ;1; ;08;150,197182223234
4989272;1;2;2;2;70; ;3;70; ;2;2; ; ;1; ;08;150,197182223234
4989272;1;3;2;2;70; ;3;70; ;1;2; ; ;1; ;08;150,197182223234
4989272;1;4;2;2;70; ;3;70; ;1;2; ; ;1; ;08;150,197182223234
4989273;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;206,670491074428
4989273;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;206,670491074428
4989273;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;206,670491074428
4989273;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;206,670491074428
4989274;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;148,171468160216
4989274;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;148,171468160216
4989275;1;1;1;1; ; ;3;11; ;1;2; ; ;1; ;08;177,939359158093
4989275;1;2;2;2;25; ;3;11; ;1;2; ; ;1; ;08;177,939359158093
4989275;1;3;2;2;11; ;3;11; ;1;2; ; ;1; ;08;177,939359158093
4989275;1;4;1;1; ; ;1; ; ; ;1; ; ; ; ;08;177,939359158093
4989276;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;140,918630149506
4989276;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;08;140,918630149506
4989276;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;140,918630149506
4989276;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;140,918630149506
4989276;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;140,918630149506
4989277;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;135,609167078989
4989277;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;135,609167078989
4989277;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;135,609167078989
4989277;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;135,609167078989
4989277;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;135,609167078989
4989277;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;08;135,609167078989
4989278;1;1;2;2;70; ;2; ; ;1;2; ; ;1; ;08;176,099087095832
4989278;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;08;176,099087095832
4989278;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;176,099087095832
4989279;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;144,890876984967
4989279;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;144,890876984967
4989279;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;144,890876984967
4989280;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;147,467900225179
4989280;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;147,467900225179
4989281;1;1;2;1; ; ;3;5; ;1;2; ; ;1; ;08;141,350713291674
4989281;1;2;2;1; ; ;3;5; ;1;2; ; ;1; ;08;141,350713291674
4989281;1;3;2;2;5; ;3;5; ;1;2; ; ;1; ;08;141,350713291674
4989282;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;155,468107698483
4989282;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;155,468107698483
4989282;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;155,468107698483
4989283;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;144,225846645198
4989283;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;144,225846645198
4989283;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;144,225846645198
4989284;1;1;2;2;23; ;3;23; ;1;2; ; ;1; ;08;166,752064179286
4989285;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;161,530328557511
4989285;1;2;2;2;23; ;3;23; ;1;2; ; ;1; ;08;161,530328557511
4989285;1;3;2;2;23; ;2; ; ;1;2; ; ;1; ;08;161,530328557511
4989285;1;4;2;2;23; ;2; ; ;1;2; ; ;1; ;08;161,530328557511
4989285;1;5;2;2;23; ;2; ; ;1;2; ; ;1; ;08;161,530328557511
4989286;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;155,325414175263
4989286;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;08;155,325414175263
4989286;1;3;2;2;5; ;3;5; ;1;2; ; ;1; ;08;155,325414175263
4989287;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;167,49522275961
4989287;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;08;167,49522275961
4989287;1;3;2;2;23; ;2; ; ;1;2; ; ;1; ;08;167,49522275961
4989287;1;4;2;2;23; ;2; ; ;1;2; ; ;1; ;08;167,49522275961
4989288;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;172,772589610795
4989288;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;172,772589610795
4989288;1;3;2;2;70; ;2; ; ;1;2; ; ;1; ;08;172,772589610795
4989288;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;08;172,772589610795
4989288;1;5;1;1; ; ;3;70; ;1;2; ; ;1; ;08;172,772589610795
4989289;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;177,939359158093
4989289;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;08;177,939359158093
4989289;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;177,939359158093
4989289;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;177,939359158093
4989290;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;08;153,442393635465
4989291;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;166,752064179286
4989293;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;143,376427354691
4989293;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;08;143,376427354691
4989293;1;3;2;2;23; ;2; ; ;1;2; ; ;1; ;08;143,376427354691
4989293;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;08;143,376427354691
4989293;1;5;2;2;23; ;3;23; ;1;3;23; ;1; ;08;143,376427354691
4989294;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;172,668433682844
4989294;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;08;172,668433682844
4989294;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;172,668433682844
4989294;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;172,668433682844
4989294;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;172,668433682844
4989296;1;1;2;2;23; ;3;5; ;1;2; ; ;1; ;08;147,467900225179
4989296;1;2;2;2;23; ;3;23; ;1;2; ; ;1; ;08;147,467900225179
4989297;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;169,939151684789
4989297;1;2;1;1; ; ;1; ; ; ;2; ; ;1; ;08;169,939151684789
4989297;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;08;169,939151684789
4989299;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;166,752064179286
4989300;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;153,480931230733
4989302;1;1;2;2;70; ;2; ; ;1;2; ; ;1; ;08;180,790909794697
4989302;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;180,790909794697
4989302;1;3;2;2;17; ;2; ; ;1;2; ; ;1; ;08;180,790909794697
4989302;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;180,790909794697
4989302;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;180,790909794697
